Emisora,Fecha,Hora,Descripción,Títulos,Precio,Tasa,Plazo,Intereses,Impuestos,Comisión,Importe,Saldo
ABRIL 2022,,,,,,,,,,,,
AAPL *,20/abr/2022,13:08:02,Compra de Acciones.,16,"$1,973.00",0,0,$0.00,$12.63,$78.92,"$31,659.55","-$10,432.28"
